Id producto; Ref. producto; Nombre; Descripcion corta; Precio de venta; CategorÃ­as (nombre1,nombre2,etc); Meta Titulo; Meta DescripciÃ³n; Meta Palabras clave; Etiquetas (tag1,tag2,etc); Accesorios; URL de las imÃ¡genes; Cantidad; Activo
69;;Tríptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 9,9 x 21 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";360;Plastificado Brillo una cara;;;;;;http://www.originarte.com/imprenta/69-172/triptico-cd.jpg,http://www.originarte.com/imprenta/69-173/triptico-cd.jpg,http://www.originarte.com/imprenta/69-300/triptico-cd.jpg;5000;0
70;;Tríptico XL;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 40,5 x 13,5 cm.</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 13,5 x 13,5 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 250 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Acabado:</span> Plastificado Brillo 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa, que protege el papel y la impresión. El acabado brillo es más fotográfico, resalta los colores, resultando ideal para folletos, flyers y material de street marketing.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega en plano.</p>";360;Plastificado Brillo una cara;;;;;;http://www.originarte.com/imprenta/70-168/triptico-cd.jpg,http://www.originarte.com/imprenta/70-169/triptico-cd.jpg,http://www.originarte.com/imprenta/70-301/triptico-cd.jpg;5000;0
71;150_brillo_Cuadr_A4;Cuadríptico A4;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 21 x 29,7 cm. (A4)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> A6</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 plegados (Cuadrípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado</p>
<p></p>";160;Papel 150grs.;;;;;,;http://www.originarte.com/imprenta/71-110/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/71-394/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/71-395/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/71-312/cuadriptico-a4.jpg;15000;1
72;150_brillo_Cuadr_A3;Cuadríptico A3;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 42 x 29,7 cm. (A3)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 14,8 x 21 cm. (A5)</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 plegados (Cuadrípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado</p>
<p></p>";232;Papel 150grs.;;;;;,;http://www.originarte.com/imprenta/72-397/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/72-398/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/72-399/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/72-313/cuadriptico-a4.jpg;32500;1
73;;Diseño de Póster;<p>Diseñamos el cartel ideal para tus campañas publicitarias.</p>;100;Diseño | Maquetación;;;;;100gr_PO_A3,100gr_PO_A4_Troquel;http://www.originarte.com/imprenta/73-181/diseno-de-poster.jpg;2500;1
74;100gr_PO_A4;Póster A4;"<p><span style=""color: #888888;"">Formato: A4</span></p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje: 100 gr.</span></p>
<p><span style=""color: #888888;"">Tintas: Color una cara (4+0t)</span></p>
<p><span style=""color: #888888;"">Manipulado: Corte</span></p>
<p><span style=""color: #888888;"">Descripción: Cantidades menores de 500 unidades se imprimen en digital</span></p>";80;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/74-112/poster-a4.jpg;39996;1
75;100gr_PO_A3;Póster A3;"<p>Formato: A3</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 100 gr.</p>
<p>Tintas: Color una cara (4+0t)</p>
<p>Manipulado: Corte</p>
<p>Descripción: Cantidades menores de 500 unidades se imprimen en digital</p>";100;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/75-113/poster-a4.jpg;39996;1
76;100gr_PO_A4_Troquel;Póster A4 Troquelado;"<p>Formato: A4</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 100 gr.</p>
<p>Tintas: Color una cara (4+0t)</p>
<p>Manipulado: Troquelado</p>
<p>Descripción: El troquel permite arrancar fácilmente el trozo correspondiente a los datos de contacto</p>";160;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/76-115/poster-a4.jpg;40000;1
77;100gr_PO_A2;Póster A2;"<p>Formato: A2</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 100 gr.</p>
<p>Tintas: Color una cara (4+0t)</p>
<p>Manipulado: Troquelado</p>
<p>Descripción: El troquel permite arrancar fácilmente el trozo correspondiente a los datos de contacto</p>";325;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/77-116/poster-a4.jpg;40000;1
78;100gr_PO_70x100;Póster 70x100;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>70 x 100 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Estucado Brillo</p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 100 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Color una cara (4+0t)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Troquelado</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> El troquel permite arrancar fácilmente el trozo correspondiente a los datos de contacto</p>
<p></p>";350;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/78-117/poster-a4.jpg;40000;1
79;100gr_PO_87x127;Póster 87x127;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>87 x 127 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Estucado Brillo</p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 100 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Color una cara (4+0t)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Troquelado</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> El troquel permite arrancar fácilmente el trozo correspondiente a los datos de contacto</p>
<p></p>";850;Papel de 100 grs.;;;;;;http://www.originarte.com/imprenta/79-118/poster-a4.jpg;20000;1
80;;Revista A6 | 8 pág.;"<p>Formato Abierto: A5</p>
<p>Formato Cerrado: A6</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 8 páginas</p>";244;Revista A6 | Programa de Mano;;;;;;http://www.originarte.com/imprenta/80-314/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/80-119/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/80-315/revista-a6-8-pag.jpg;7500;1
81;;Revista A6 | 16 pág.;"<p>Formato Abierto: A5</p>
<p>Formato Cerrado: A6</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 16 páginas</p>";379;Revista A6 | Programa de Mano;;;;;;http://www.originarte.com/imprenta/81-317/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/81-120/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/81-316/revista-a6-8-pag.jpg;7500;1
82;;Revista A6 | 32 pág.;"<p>Formato Abierto: A5</p>
<p>Formato Cerrado: A6</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 32 páginas</p>";590;Revista A6 | Programa de Mano;;;;;;http://www.originarte.com/imprenta/82-121/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/82-318/revista-a6-8-pag.jpg,http://www.originarte.com/imprenta/82-319/revista-a6-8-pag.jpg;12500;1
83;;Revista A5 | 8 pág.;"<p>Formato Abierto: 21 x 29,7 cm. (A4)</p>
<p>Formato Cerrado: 14,8 x 21 cm. (A5)</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 8 páginas</p>";360;Revista A5 | Magazine;;;;;;http://www.originarte.com/imprenta/83-122/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/83-410/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/83-411/revista-a5-8-pag.jpg;20000;1
84;;Revista A5 | 16 pág.;"<p>Formato Abierto: 21 x 29,7 cm. (A4)</p>
<p>Formato Cerrado: 14,8 x 21 cm. (A5)</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 16 páginas</p>";513;Revista A5 | Magazine;;;;;;http://www.originarte.com/imprenta/84-123/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/84-412/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/84-413/revista-a5-8-pag.jpg;20000;1
85;;Revista A5 | 32 pág.;"<p>Formato Abierto: 21 x 29,7 cm. (A4)</p>
<p>Formato Cerrado: 14,8 x 21 cm. (A5)</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 32 páginas</p>";751;Revista A5 | Magazine;;;;;;http://www.originarte.com/imprenta/85-124/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/85-416/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/85-417/revista-a5-8-pag.jpg;20000;1
86;;2+0 tintas con barniz exterior;"<p>Formato Cerrado: 22 x 30,5 cm.</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 300 gr.</p>
<p>Tintas: 2+0 PANTONE</p>
<p>Acabado: Barniz Brillo o Mate una cara</p>
<p>Manipulado: Troquelado</p>";345;Troqueladas Automontables con tarjetero;;;;;;http://www.originarte.com/imprenta/86-125/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/86-304/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/86-305/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/86-306/sin-plastificado-exterior.jpg;7500;1
87;;2+0 tintas con plastificado exterior;"<p>Formato Cerrado: 22 x 30,5 cm.</p>
<p>Papel: Estucado Mate</p>
<p>Gramaje: 350 gr.</p>
<p>Tintas: 2+0 PANTONE</p>
<p>Acabado: Plastificado Brillo o Mate una cara</p>
<p>Manipulado: Troquelado</p>";445;Troqueladas Automontables con tarjetero;;;;;;http://www.originarte.com/imprenta/87-127/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/87-302/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/87-406/sin-plastificado-exterior.jpg,http://www.originarte.com/imprenta/87-303/sin-plastificado-exterior.jpg;7500;1
88;sobre-americano-2t;Sobre 2+0 tintas PANTONE;"<p>Formato: 11,5 x 22,5 cm</p>
<p>Papel: Offset Extra blanco</p>
<p>Gramaje: 90grs.</p>
<p>Tintas: 2+0 PANTONE</p>
<p>Descripción: Sobre con o sin ventana</p>";95;Sobre americano con o sin ventana;;;;;;http://www.originarte.com/imprenta/88-128/sobre-americano.jpg,http://www.originarte.com/imprenta/88-402/sobre-americano.jpg;20000;1
89;sobre-bolsa-2t;Sobre 2+0 tintas PANTONE;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>22,9 x 32,4 cm</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Offset Extra blanco</p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 100grs.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 2+0 PANTONE</p>";140;Sobre Bolsa;;;;;;http://www.originarte.com/imprenta/89-480/sobre-americano.jpg,http://www.originarte.com/imprenta/89-481/sobre-americano.jpg;20000;1
90;carta-recic-2t;Papel Carta 2+0t.;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>A4</p>
<p><span style=""color: #888888;"">Acabado:</span> Cyclus 100% Reciclado<a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel Offset 100% reciclado, fabricado sin cloro ni blanqueantes ópticados. Certificado Ángel Azul, Cisne Nórdico y NAPM.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 90grs.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 2+0</p>";120;Papel Reciclado Cyclus Offset;;;;;;http://www.originarte.com/imprenta/90-130/papel-carta-a4.jpg;7500;1
91;;Pegatina pequeña;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>5,5 x 5,5 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Adhesivo</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Todo color una cara (4+0t)</p>
<p>Impresión digital</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";60;Impreso en papel adhesivo;;;;;;http://www.originarte.com/imprenta/91-131/pegatina-pequena.jpg;7498;1
92;;Pegatina Tarjeta de Visita;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>8,5 x 5,5 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Adhesivo</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Todo color una cara (4+0t)</p>
<p>Impresión digital</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";80;Impreso en papel adhesivo;;;;;;http://www.originarte.com/imprenta/92-132/pegatina-pequena.jpg;7500;1
93;;Pegatina Mini Postal;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>6,5 x 10 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Adhesivo</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Todo color una cara (4+0t)</p>
<p>Impresión digital </p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";90;Impreso en papel adhesivo;;;;;;http://www.originarte.com/imprenta/93-133/pegatina-pequena.jpg;7500;1
94;;Pegatina Postal;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>10 x 13,5 cm.</p>
<p><span class=""claro"" style=""color: #888888;""> Papel:</span> Adhesivo</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> Todo color una cara (4+0t)</p>
<p>Impresión digital</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";100;Impreso en papel adhesivo;;;;;;http://www.originarte.com/imprenta/94-134/pegatina-pequena.jpg;7498;1
95;;Calendario de bolsillo;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>8,5 x 5,5 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";110;Clase A - Plastificado Mate una cara;;;;;;http://www.originarte.com/imprenta/95-135/calendario-de-bolsillo.jpg,http://www.originarte.com/imprenta/95-393/calendario-de-bolsillo.jpg;7500;1
96;;Calendario de bolsillo XL;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>6,5 x 10 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";120;Clase A - Plastificado Mate una cara;;;;;;http://www.originarte.com/imprenta/96-137/calendario-de-bolsillo.jpg,http://www.originarte.com/imprenta/96-324/calendario-de-bolsillo.jpg,http://www.originarte.com/imprenta/96-326/calendario-de-bolsillo.jpg;7500;1
97;;Calendario Punto de Libro;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>5,5 x 15 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";130;Clase A - Plastificado Mate una cara;;;;;;http://www.originarte.com/imprenta/97-140/calendario-de-bolsillo.jpg,http://www.originarte.com/imprenta/97-392/calendario-de-bolsillo.jpg;7500;1
98;;Calendario Punto de Libro XL;"<p><span class=""claro"" style=""color: #888888;"">Formato: </span>5,5 x 20,5 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado mate <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorSilk. Estucado multicapa semimate dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y un tacto sedoso, lo que da un extraordinario resultado final.</span></a></p>
<p><span style=""color: #888888;"">Gramaje:</span> 350grs.</p>
<p><span style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span style=""color: #888888;"">Acabado:</span> Plastificado Mate 1 cara <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Capa de polipropileno sobre la pieza ya impresa que protege el papel y la impresión. El plastificado mate da un acabado cálido aterciopelado, ideal para tarjetas de visita, postales, invitaciones y todo elemento que requiera un acabado de calidad.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> Corte</p>";150;Clase A - Plastificado Mate una cara;;;;;;http://www.originarte.com/imprenta/98-391/calendario-de-bolsillo.jpg,http://www.originarte.com/imprenta/98-327/calendario-de-bolsillo.jpg;7500;1
99;150_brillo_Trip_A3;Tríptico A3;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 29,7 x 42 cm. (A3)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 14 x 29,7 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color 2 caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 hendidos (trípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado.</p>
<p></p>";212;Papel est. 150 grs.- Todo color 2c;;;;;,;http://www.originarte.com/imprenta/99-155/triptico-a4.jpg,http://www.originarte.com/imprenta/99-156/triptico-a4.jpg,http://www.originarte.com/imprenta/99-295/triptico-a4.jpg;40000;1
100;150_brillo_Cuadr_105x297;Cuadríptico A3 a 105x297mm;"<p><span class=""claro"" style=""color: #888888;"">Formato Abierto:</span> 29,7 x 42 cm. (A3)</p>
<p><span class=""claro"" style=""color: #888888;"">Formato Cerrado:</span> 105 x 29,7 cm.</p>
<p><span style=""color: #888888;"">Papel:</span> Estucado Brillo <a class=""tooltip""><img src=""http://www.originarte.com/images/icons/info-descripcion.png"" alt=""Más info"" /><span>Papel CreatorStar. Estucado multicapa brillante dos caras. Pasta química. Tiene una excelente blancura, elevado brillo de tintas y muy buen brillo de papel, lo que le da muy buen resultado final.</span></a></p>
<p><span class=""claro"" style=""color: #888888;"">Gramaje:</span> 150 gr.</p>
<p><span class=""claro"" style=""color: #888888;"">Tintas:</span> 4+4 (todo color dos caras)</p>
<p><span class=""claro"" style=""color: #888888;"">Manipulado:</span> 2 plegados (Cuadrípticos)</p>
<p><span class=""claro"" style=""color: #888888;"">Descripción:</span> Se entrega plegado</p>
<p></p>";212;Papel 150grs.,Papel 150grs.;;;;;;http://www.originarte.com/imprenta/100-141/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/100-142/cuadriptico-a4.jpg,http://www.originarte.com/imprenta/100-311/cuadriptico-a4.jpg;32500;1
101;;Revista A5 | 24 pág.;"<p>Formato Abierto: 21 x 29,7 cm. (A4)</p>
<p>Formato Cerrado: 14,8 x 21 cm. (A5)</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 24 páginas</p>";780;Revista A5 | Magazine;;;;;;http://www.originarte.com/imprenta/101-143/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/101-414/revista-a5-8-pag.jpg,http://www.originarte.com/imprenta/101-415/revista-a5-8-pag.jpg;7500;0
102;;Revista A5 Plus | 8 pág.;"<p>Formato Abierto: 24 x 33 cm.</p>
<p>Formato Cerrado: 16,5 x 24 cm.</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 8 páginas</p>";379;Revista A5 Plus | Minicatálogo;;;;;;http://www.originarte.com/imprenta/102-152/revista-a5-plus-8-pag.jpg,http://www.originarte.com/imprenta/102-153/revista-a5-plus-8-pag.jpg;20000;1
103;;Revista A5 Plus | 16 pág.;"<p>Formato Abierto: 24 x 33 cm.</p>
<p>Formato Cerrado: 16,5 x 24 cm.</p>
<p>Papel: Estucado Brillo</p>
<p>Gramaje: 130 gr.</p>
<p>Tintas: 4+4 (todo color dos caras)</p>
<p>Acabado: Sin acabado</p>
<p>Manipulado: Plegado y Grapado</p>
<p>Descripción: 16 páginas</p>";525;Revista A5 Plus | Minicatálogo;;;;;;http://www.originarte.com/imprenta/103-186/revista-a5-plus-8-pag.jpg,http://www.originarte.com/imprenta/103-187/revista-a5-plus-8-pag.jpg;20000;1
